Objects
50
,,Global Angle Drone_2:Drone_2,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
330,0,0.018547,0.013587,0.093195,-28.997185,-23.068428,1068.268188
331,0,0.018510,0.013280,0.091839,-27.050117,-22.827433,1066.632568
332,0,0.017372,0.012306,0.091505,-25.312283,-22.647249,1064.632568
333,0,0.015016,0.012213,0.090762,-23.416090,-22.332769,1062.053223
334,0,0.013618,0.013288,0.090724,-21.837711,-22.146534,1059.126709
335,0,0.011439,0.017586,0.088119,-19.978607,-21.943798,1055.820190
336,0,0.011034,0.024389,0.088188,-18.456190,-21.662058,1051.957642
337,0,0.010647,0.029151,0.087255,-16.800560,-21.425383,1047.777222
338,0,0.010778,0.031685,0.086005,-15.128659,-21.218658,1043.210449
339,0,0.012459,0.032284,0.085846,-13.643623,-20.847742,1038.346313
340,0,0.011528,0.030582,0.085168,-12.051374,-20.481752,1033.050659
341,0,0.009727,0.029192,0.083690,-10.368767,-20.060713,1027.420654
342,0,0.007507,0.028053,0.082850,-8.806240,-19.637703,1021.489258
343,0,0.006380,0.028562,0.083109,-7.239249,-19.080259,1015.203491
344,0,0.006466,0.030084,0.082942,-5.752839,-18.550941,1008.469849
345,0,0.005438,0.032515,0.081848,-4.036903,-18.051020,1001.439575
346,0,0.004243,0.037287,0.081813,-2.397851,-17.413395,993.889160
347,0,0.002667,0.036020,0.081642,-0.930158,-16.846373,986.433533
348,0,0.000804,0.032014,0.081582,0.619194,-16.118414,978.765076
349,0,0.001199,0.022966,0.081916,2.205297,-15.331730,970.831299
350,0,0.002628,0.010014,0.081081,3.829003,-14.461377,962.714539
351,0,0.005394,-0.003950,0.080233,5.382884,-13.592897,954.489868
352,0,0.009732,-0.015511,0.078996,6.851058,-12.747190,945.989075
353,0,0.015540,-0.025296,0.079022,8.140266,-11.859793,937.194702
354,0,0.019859,-0.029006,0.078497,9.232092,-11.005599,928.297729
355,0,0.024828,-0.028731,0.077964,10.157839,-10.081286,919.296021
356,0,0.030281,-0.026138,0.078652,10.988111,-9.167583,910.124817
357,0,0.032749,-0.019806,0.078186,11.526363,-8.418422,900.885254
358,0,0.032414,-0.013923,0.077765,11.905740,-7.716491,891.551575
359,0,0.031893,-0.006379,0.077680,12.196869,-6.933910,882.235718
360,0,0.030619,-0.000820,0.077021,12.365388,-6.356904,872.932800
361,0,0.030842,0.002725,0.077106,12.289090,-5.732091,863.587830
362,0,0.029751,0.006382,0.077252,12.258237,-5.146512,854.258179
363,0,0.028142,0.008871,0.076976,12.128428,-4.643780,844.975281
364,0,0.023637,0.008760,0.076864,11.955146,-4.291035,835.737122
365,0,0.017010,0.010696,0.077695,11.602528,-3.746801,826.534668
366,0,0.010406,0.012155,0.077685,11.287539,-3.292315,817.426758
367,0,0.005730,0.013211,0.077464,10.917736,-2.866849,808.396545
368,0,0.001272,0.014465,0.077146,10.538553,-2.352615,799.462952
369,0,-0.003568,0.014249,0.077252,10.059168,-1.818508,790.735718
370,0,-0.006933,0.015777,0.076317,9.618264,-1.148587,782.188843
371,0,-0.008232,0.017215,0.077163,9.018229,-0.435487,773.649536
372,0,-0.008505,0.017978,0.076433,8.537078,0.408663,765.134094
373,0,-0.006974,0.019358,0.076923,8.009155,1.293643,756.956421
374,0,-0.004486,0.021360,0.077724,7.399936,2.273277,748.741821
375,0,-0.000570,0.022491,0.078079,6.686962,3.352249,740.929321
376,0,0.004640,0.021786,0.078967,6.091182,4.514297,733.363892
